,Entry Number,Detection Code,Date,Month,FY,City,County,State,LAT,LON,Common Name,Sci Name ,Host Plant Name,Male,Female (Unmated),Female (mated),Adult (unknown sex),Larvae,Stage,Fly Status,Priority,Eradication Code,Quarantine,Cluster,Trap,Location,Ratio Sterile:Wild,1 Fly Life Cycle,2 Fly Life Cycle,3 Fly Life Cycle,Notes,DD_from_first_detection,gen_from_first_detection,DD_from_last_detection,gen_from_last_detection
693,56,AM0P50055543,2024-10-10,,2025,Fremont,Alameda,CA,37.53,-121.96,Medfly,Ceratitis capitata,Orange,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
694,55,AM0P50055548,2024-10-10,,2025,Fremont,Alameda,CA,37.53,-121.96,Medfly,Ceratitis capitata,Lemon,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
695,54,AM0P50055547,2024-10-10,,2025,Fremont,Alameda,CA,37.53,-121.97,Medfly,Ceratitis capitata,Fig,,2.0,2.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
696,53,AM0P50055544,2024-10-10,,2025,Fremont,Alameda,CA,37.53,-121.96,Medfly,Ceratitis capitata,Persimmon,6.0,2.0,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
697,52,AM0P50055534,2024-10-09,,2025,Fremont,Alameda,CA,37.55,-121.95,Medfly,Ceratitis capitata,Apple,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,McPhail,,,,,,,,,,
698,51,AM0P50055532,2024-10-03,,2025,Fremont,Alameda,CA,37.53,-121.96,Medfly,Ceratitis capitata,Persimmon,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,2/10/2025,,,,,,,
699,50,AM0P50055531,2024-10-03,,2025,Fremont,Alameda,CA,37.51,-121.96,Medfly,Ceratitis capitata,Fig,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
700,49,SJ0P06743175,2024-09-06,,2024,Fremont,Alameda,CA,37.53,-121.96,Medfly,Ceratitis capitata,Persimmon,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
701,48,SJ0P06743174,2024-09-05,,2024,Fremont,Alameda,CA,37.53,-121.96,Medfly,Ceratitis capitata,Persimmon,1.0,,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Champ,,,,,,,,,,
702,47,SJ0P06743173,2024-09-04,,2024,Fremont,Alameda,CA,37.52,-121.96,Medfly,Ceratitis capitata,Fig,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
703,46,010P06809553,2024-08-29,,2024,Fremont,Alameda,CA,37.52,-121.95,Medfly,Ceratitis capitata,Lemon,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,McPhail,,,10/9/2024,3/25/2025,6/13/2025,,,,,
733,16,AM0P50055541,2024-02-16,,2024,Los Angeles,Los Angeles,CA,33.94,-118.3,Medfly,Ceratitis capitata,Orange,,,,,1.0,Larva,Quarantine,1 - High,,24CA-ANG02.01.07,24CA-ANG02.01,,,,,,,,600.3737299451855,1.74,12.75,0.04
734,15,AM0P50055526,2024-02-09,,2024,Los Angeles,Los Angeles,CA,33.94,-118.3,Medfly,Ceratitis capitata,Guava,1.0,,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.07,24CA-ANG02.01,IMPT,,,6/4/2024,7/3/2024,7/26/2024,,588.1078822774721,1.7,0.48,0.0
735,14,AM0P50055525,2024-02-09,,2024,Los Angeles,Los Angeles,CA,33.95,-118.29,Medfly,Ceratitis capitata,Avocado,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.07,24CA-ANG02.01,IMPT,,,,,,,588.1078822774721,1.7,4.89,0.01
736,13,AM0P50055524,2024-02-02,,2024,Los Angeles,Los Angeles,CA,33.94,-118.3,Medfly,Ceratitis capitata,Guava,1.0,,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.07,24CA-ANG02.01,IMPT,,,,,,Trace dye but no testis radiation; Haplotype wild AABB,583.8070718359679,1.69,0.59,0.0
737,12,AM0P50055523,2024-02-02,,2024,Inglewood,Los Angeles,CA,33.96,-118.32,Medfly,Ceratitis capitata,Mexican Guava,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.07,24CA-ANG02.01,McPhail,,,,,,,565.6533516964216,1.63,58.92,0.17
721,28,AM0P06255448,2024-01-12,,2024,Los Angeles,Los Angeles,CA,33.95,-118.3,Medfly,Ceratitis capitata,Guava,1.0,,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.06,24CA-ANG02.01,IMPT,,,4/25/2024,6/6/2024,7/4/2024,,523.726951637571,1.51,1.42,0.0
722,27,AM0P06255447,2024-01-12,,2024,Los Angeles,Los Angeles,CA,33.95,-118.29,Medfly,Ceratitis capitata,Avocado,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.06,24CA-ANG02.01,IMPT,,,,,,,523.726951637571,1.51,2.41,0.01
723,26,LH0P50020124,2024-01-11,,2024,Los Angeles,Los Angeles,CA,33.94,-118.3,Medfly,Ceratitis capitata,Grapefruit,,,,,5.0,Larva,Quarantine,1 - High,,24CA-ANG02.01.06,24CA-ANG02.01,,,,,,,,522.3054887725863,1.51,2.31,0.01
724,25,LH0P50020123,2024-01-10,,2024,Los Angeles,Los Angeles,CA,33.94,-118.3,Medfly,Ceratitis capitata,Guava,,,,,13.0,Larva,Quarantine,1 - High,,24CA-ANG02.01.06,24CA-ANG02.01,,,,,,,,521.3159405366217,1.51,9.69,0.03
725,24,AM0P06255446,2024-01-04,,2024,Los Angeles,Los Angeles,CA,34.01,-118.29,Medfly,Ceratitis capitata,Guava,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.06,24CA-ANG02.01,IMPT,,,4/4/2024,5/22/2024,6/24/2024,,532.8284686293812,1.54,1.97,0.01
726,23,AM0P06255445,2024-01-04,,2024,Los Angeles,Los Angeles,CA,33.96,-118.32,Medfly,Ceratitis capitata,Avocado,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.06,24CA-ANG02.01,IMPT,,,,,,,498.17272359763894,1.44,1.5,0.0
727,22,AM0P06255444,2024-01-04,,2024,Los Angeles,Los Angeles,CA,33.95,-118.29,Medfly,Ceratitis capitata,Guava,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.06,24CA-ANG02.01,IMPT,,,,,,,513.271638586827,1.48,6.3,0.02
731,18,AM0P06255443,2024-01-02,,2024,Los Angeles,Los Angeles,CA,33.95,-118.29,Medfly,Ceratitis capitata,Guava,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.06,24CA-ANG02.01,IMPT,,,,,,,509.55041080529173,1.47,10.07,0.03
732,17,AM0P06255442,2023-12-29,,2024,Los Angeles,Los Angeles,CA,33.94,-118.2,Medfly,Ceratitis capitata,Guava,,2.0,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.06,24CA-ANG02.01,IMPT,,,,,,,518.966556352901,1.5,8.14,0.02
728,21,LH0P50020121,2023-12-27,,2024,Los Angeles,Los Angeles,CA,33.94,-118.29,Medfly,Ceratitis capitata,Guava,,,,,1.0,Larva,Quarantine,1 - High,,24CA-ANG02.01.06,24CA-ANG02.01,,,,,,,,497.2588882264709,1.44,2.81,0.01
729,20,AM0P50056039,2023-12-27,,2024,Los Angeles,Los Angeles,CA,33.94,-118.3,Medfly,Ceratitis capitata,Guava,1.0,,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.06,24CA-ANG02.01,IMPT,,,,,,,497.2588882264709,1.44,2.81,0.01
730,19,AM0P50056037,2023-12-27,,2024,Los Angeles,Los Angeles,CA,34.02,-118.31,Medfly,Ceratitis capitata,Guava,1.0,,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.06,24CA-ANG02.01,IMPT,,,,,,,515.4207321950897,1.49,22.1,0.06
718,31,AM0P50055521,2023-12-21,,2024,Inglewood,Los Angeles,CA,33.93,-118.34,Medfly,Ceratitis capitata,Mexican Guava,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.05,24CA-ANG02.01,McPhail,,,,,,,481.72016833734943,1.39,8.99,0.03
719,30,AM0P50056040,2023-12-20,,2024,Los Angeles,Los Angeles,CA,33.94,-118.29,Medfly,Ceratitis capitata,Guava,,1.0,1.0,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.05,24CA-ANG02.01,IMPT,,,,,,,475.87375335730934,1.38,4.34,0.01
720,29,AM0P50056038,2023-12-20,,2024,Los Angeles,Los Angeles,CA,34.01,-118.3,Medfly,Ceratitis capitata,Lemon,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.05,24CA-ANG02.01,IMPT,,,,,,,493.3206084283146,1.43,17.56,0.05
717,32,AM0P06255441,2023-12-18,,2024,Los Angeles,Los Angeles,CA,33.94,-118.3,Medfly,Ceratitis capitata,Guava,1.0,,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.05,24CA-ANG02.01,McPhail,,,,,,,465.7661043933811,1.35,51.3,0.15
716,33,AM0P50056036,2023-12-08,,2024,Los Angeles,Los Angeles,CA,34.0,-118.29,Medfly,Ceratitis capitata,Lemon,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.04,24CA-ANG02.01,IMPT,,,,,,,433.3380195747545,1.25,16.32,0.05
713,36,AM0P50056035,2023-12-06,,2024,Los Angeles,Los Angeles,CA,33.94,-118.3,Medfly,Ceratitis capitata,Guava,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.03,24CA-ANG02.01,McPhail,,,,,,,409.4431762696338,1.18,8.35,0.02
714,35,AM0P50056034,2023-12-06,,2024,Los Angeles,Los Angeles,CA,33.93,-118.31,Medfly,Ceratitis capitata,Mexican Guava,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.03,24CA-ANG02.01,McPhail,,,,,,,404.7484284767253,1.17,12.97,0.04
715,34,AM0P50051167,2023-12-05,,2024,Los Angeles,Los Angeles,CA,33.94,-118.31,Medfly,Ceratitis capitata,Guava,,,1.0,,,Adult,Quarantine,3 - Low,,24CA-ANG02.01.03,24CA-ANG02.01,IMPT,,,3/23/2024,5/15/2024,6/20/2024,,401.0919265175891,1.16,18.09,0.05
707,42,AM0P50056033,2023-11-30,,2024,Los Angeles,Los Angeles,CA,34.01,-118.3,Medfly,Ceratitis capitata,Lemon,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.02,24CA-ANG02.01,IMPT,,,,,,,400.6720011817167,1.16,2.42,0.01
708,41,AM0P50056032,2023-11-30,,2024,Los Angeles,Los Angeles,CA,34.0,-118.29,Medfly,Ceratitis capitata,Guava,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.02,24CA-ANG02.01,IMPT,,,,,,,400.6720011817167,1.16,2.42,0.01
709,40,AM0P50056031,2023-11-30,,2024,Los Angeles,Los Angeles,CA,34.02,-118.32,Medfly,Ceratitis capitata,Calamondin,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.02,24CA-ANG02.01,IMPT,,,,,,,372.0547269944693,1.08,2.25,0.01
710,39,AM0P50056030,2023-11-30,,2024,Los Angeles,Los Angeles,CA,34.02,-118.3,Medfly,Ceratitis capitata,Orange,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01.02,24CA-ANG02.01,IMPT,,,,,,1 male removed (sterile),400.6720011817167,1.16,6.38,0.02
711,38,AM0P50056029,2023-11-29,,2024,Los Angeles,Los Angeles,CA,33.93,-118.31,Medfly,Ceratitis capitata,Mexican Guava,,1.0,,,,Adult,Quarantine,,,24CA-ANG02.01.02,24CA-ANG02.01,McPhail,,,,,,,378.4523447721489,1.09,102.21,0.3
712,37,AM0P50056028,2023-11-11,,2024,Los Angeles,Los Angeles,CA,34.0,-118.28,Medfly,Ceratitis capitata,Avocado,,1.0,,,,Adult,Quarantine,,,24CA-ANG02.01.02,24CA-ANG02.01,ML,,,2/20/2024,4/27/2024,6/8/2024,,299.5002047381412,0.87,56.27,0.16
706,43,AM0P50056027,2023-11-03,,2024,Los Angeles,Los Angeles,CA,34.0,-118.31,Medfly,Ceratitis capitata,Orange,1.0,,,,,Adult,Quarantine,,,24CA-ANG02.01.01,24CA-ANG02.01,IPMT,,,2/7/2024,4/21/2024,6/3/2024,,251.50921177146893,0.73,69.09,0.2
704,45,AM0P50056026,2023-10-25,,2024,Los Angeles,Los Angeles,CA,34.0,-118.3,Medfly,Ceratitis capitata,Pomegranate,,1.0,,,,Adult,Quarantine,,,24CA-ANG02.01,24CA-ANG02.01,McPhail,,,12/6/2023,3/24/2024,5/14/2024,,189.49693609237673,0.55,189.5,0.55
705,44,AM0P50056023,2023-10-05,,2024,Los Angeles,Los Angeles,CA,34.01,-118.33,Medfly,Ceratitis capitata,Persimmon,2.0,,,,,Adult,Quarantine,1 - High,,24CA-ANG02.01,24CA-ANG02.01,Jackson,,,11/3/2023,2/12/2024,4/24/2024,,0.0,0.0,,
738,11,CR0P06226116,2023-11-14,,2024,Thousand Oaks,Ventura,CA,34.22,-118.86,Queensland FF,Bactrocera tryoni,Ornamental tree,1.0,,,,,Adult,Quarantine,1 - High,,24CA-VEN01.01,24CA-VEN01.01,Jackson,,,3/2/2024,6/10/2024,7/29/2024,,,,,
739,10,CR0P06226115,2023-10-10,,2024,Thousand Oaks,Ventura,CA,34.12,-118.84,Queensland FF,Bactrocera tryoni,Lemon,1.0,,,,,Adult,Quarantine,1 - High,,24CA-VEN01.01,24CA-VEN01.01,Jackson,,,12/25/2023,4/19/2024,6/26/2024,,,,,
740,9,CR0P06226113,2023-08-24,,2023,Thousand Oaks,Ventura,CA,34.19,-118.85,Queensland FF,Bactrocera tryoni,Lemon,1.0,,,,,Adult,Quarantine,1 - High,,24CA-VEN01.01,24CA-VEN01.01,Jackson,,,10/15/2023,1/6/2024,4/25/2024,,,,,
741,8,AH0P06298537,2024-10-30,,2025,Santa Ana,Orange,CA,33.75,-117.93,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,1 - High,,25CA-ORA01.01,25CA-ORA01.01,Jackson,,,1/26/2025,4/25/2025,6/22/2025,,,,,
742,7,AH0P06298536,2024-10-29,,2025,Santa Ana,Orange,CA,33.75,-117.92,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,1 - High,,25CA-ORA01.01,25CA-ORA01.01,Jackson,,,,,,,,,,
743,6,AH0P06298535,2024-10-28,,2025,Santa Ana,Orange,CA,33.75,-117.92,OFF,Bactrocera dorsalis,Avocado,1.0,,,,,Adult,Quarantine,1 - High,,25CA-ORA01.01,25CA-ORA01.01,Jackson,,,,,,,,,,
744,5,AH0P06298534,2024-10-25,,2025,Garden Grove,Orange,CA,33.75,-117.92,OFF,Bactrocera dorsalis,Guava,1.0,,,,,Adult,Quarantine,1 - High,25CA-E02-F05,25CA-ORA01.01,25CA-ORA01.01,Jackson,,,,,,,,,,
745,4,AH0P06298533,2024-10-25,,2025,Garden Grove,Orange,CA,33.75,-117.95,OFF,Bactrocera dorsalis,Lime,1.0,,,,,Adult,Quarantine,1 - High,25CA-E02-F04,25CA-ORA01.01,25CA-ORA01.01,Jackson,,,,,,,,,,
746,3,AH0P06298532,2024-10-24,,2025,Santa Ana,Orange,CA,33.75,-117.92,OFF,Bactrocera dorsalis,Guava,2.0,,,,,Adult,Quarantine,1 - High,25CA-E02-F03,25CA-ORA01.01,25CA-ORA01.01,Jackson,,,,,,,,,,
747,2,AH0P06298531,2024-10-23,,2025,Garden Grove,Orange,CA,33.75,-117.95,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,1 - High,25CA-E02-F01,25CA-ORA01.01,25CA-ORA01.01,Jackson,,,,,,,,,,
